0, -7, -6, -7, -8, -5, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -1, -2, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -3, -4, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -5, -6, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -5, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -5, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -2, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -3, -2, -3, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -3, -4, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -3, -4, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -4, -3, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -5, -6, -5, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -5, -6, -5, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -5, -6, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -5, -6, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -5, -6, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -5, -4, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -5, -4, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -1, -2, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -3, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -3, -2, -3, -4, -1, 1, 0
0, -7, -6, -7, -8, -4, -3, -2, -3, -1, 1, 0
0, -7, -6, -7, -8, -4, -3, -4, -5, -2, -1, 1, 0
0, -7, -6, -7, -8, -4, -3, -4, -2, -1, 1, 0
0, -7, -6, -7, -8, -6, -3, -4, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -6, -5, -4, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -6, -5, -4, -5, -2, -1, 1, 0
0, -7, -6, -7, -8, -6, -5, -4, -3, -4, -1, 1, 0
0, -7, -6, -7, -8, -6, -5, -6, -2, -1, 1, 0
0, -7, -6, -7, -8, -6, -5, -6, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -6, -5, -2, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -1, -2, -4, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -1, -2, -3, -4, -2, -1, 1, 0
0, -7, -6, -7, -8, -1, -2, -3, -4, -1, 1, 0
0, -7, -6, -7, -8, -1, -2, -3, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -1, -2, -3, -1, 1, 0
0, -7, -6, -7, -8, -3, -4, -5, -4, -2, -1, 1, 0
0, -7, -6, -7, -8, -3, -4, -5, -6, -2, -1, 1, 0
0, -7, -6, -7, -8, -3, -4, -5, -3, -2, -1, 1, 0
0, -7, -6, -7, -8, -3, -4, -5, -1, -2, -1, 1, 0
0, -7, -6, -7, -8, -3, -4, -3, -1, -2, -1, 1, 0
0, -7, -6, -8, -5, -6, -5, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -5, -6, -5, -4, -3, -4, 0, 1, 0
0, -7, -6, -8, -5, -4, -3, -4, -2, -1, 0, 1, 0
0, -7, -6, -8, -5, -4, -3, -4, -5, -1, 0, 1, 0
0, -7, -6, -8, -5, -4, -3, -2, -3, -1, 0, 1, 0
0, -7, -6, -8, -5, -4, -3, -2, -3, -4, 0, 1, 0
0, -7, -6, -8, -5, -4, -3, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -5, -4, -2, -3, -2, -1, 0, 1, 0
0, -7, -6, -8, -5, -4, 0, 1, 0
0, -7, -6, -8, -5, -4, -5, -6, -2, -1, 0, 1, 0
0, -7, -6, -8, -5, -4, -5, -1, 0, 1, 0
0, -7, -6, -8, -6, -5, -2, -3, -2, -1, 0, 1, 0
0, -7, -6, -8, -6, -5, -4, -5, -1, 0, 1, 0
0, -7, -6, -8, -6, -5, -4, -5, -2, -1, 0, 1, 0
0, -7, -6, -8, -6, -5, -4, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -6, -5, -4, -3, -4, -1, 0, 1, 0
0, -7, -6, -8, -4, -5, -6, 1, 0, -1, 0
0, -7, -6, -8, -4, -5, -6, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -4, -5, -6, -2, -1, 0, 1, 0
0, -7, -6, -8, -4, -5, -4, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -4, -5, -4, 0, 1, 0
0, -7, -6, -8, -4, -5, -4, 0, -1, 0
0, -7, -6, -8, -4, -5, -4, -3, 1, 0, -1, 0
0, -7, -6, -8, -4, -3, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -4, -3, -2, -3, -4, -1, 0, 1, 0
0, -7, -6, -8, -4, -3, -4, 0, 1, 0
0, -7, -6, -8, -4, -3, -4, -5, -2, -1, 0, 1, 0
0, -7, -6, -8, -4, -3, -4, -5, -1, 0, 1, 0
0, -7, -6, -8, -4, -3, -4, -1, 0, 1, 0
0, -7, -6, -8, -7, -6, -5, -6, -3, -2, -1, 1, 0
0, -7, -6, -8, -7, -6, -5, -6, -2, -1, 1, 0
0, -7, -6, -8, -7, -6, -5, -4, -5, -2, -1, 1, 0
0, -7, -6, -8, -7, -6, -5, -2, -3, -2, -1, 1, 0
0, -7, -6, -8, -7, -6, -3, -4, -3, -2, -1, 1, 0
0, -7, -6, -8, -3, -4, -1, 0, 1, 0
0, -7, -6, -8, -3, -4, -5, -6, -5, -1, 0, 1, 0
0, -7, -6, -8, -3, -4, -5, -6, -5, -4, 0, 1, 0
0, -7, -6, -8, -3, -4, -5, -6, -2, -1, 0, 1, 0
0, -7, -6, -8, -3, -4, -5, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -3, -4, -5, -4, 0, 1, 0
0, -7, -6, -8, -3, -4, -5, -4, -1, 0, 1, 0
0, -7, -6, -8, -3, -4, 0, 1, 0
0, -7, -6, -8, -3, -4, -3, -1, 0, 1, 0
0, -7, -6, -8, -3, -4, -3, -1, -2, -1, 0, 1, 0
0, -7, -6, -8, -3, -4, -3, -2, -1, 1, 0
0, -7, -6, -8, -3, -4, -3, -2, -1, 0, -1, 1, 0
0, -7, -6, -8, -3, -4, -3, -2, -1, -2, 0, 1, 0
0, -7, -6, -8, -1, -2, -1, 1, 0
0, -7, -6, -8, -1, -2, -3, -2, 0, 1, 0
0, -7, -6, -8, -1, -2, -3, -2, 0, -1, 0
0, -7, -6, -8, -1, -2, -3, -2, -1, 0, -1, 1, 0
0, -7, -6, -8, -1, -2, -3, -2, -1, 1, 0
0, -7, -6, -8, -1, -2, -3, -1, -2, -1, 0, 1, 0
